text,label,model
IT മേഖലയിലെ ഇന്ത്യയുടെ വാർഷിക വളർച്ച 8.5% ആണെന്ന് ഒരു പുതിയ റിപ്പോർട്ട് പറയുന്നു. ഡിജിറ്റൽ പരിവർത്തനവും ആഗോള ആവശ്യങ്ങളും ഇതിൽ പ്രധാന പങ്ക് വഹിച്ചിട്ടുണ്ട്.,2,sarvam
കഴിഞ്ഞ പാദത്തിൽ കേരളത്തിലെ റിയൽ എസ്റ്റേറ്റ് മേഖലയിൽ കാര്യമായ ഉണർവ്വ് ദൃശ്യമായി. പുതിയ ഭവന പദ്ധതികൾക്ക് ആവശ്യക്കാർ വർദ്ധിച്ചതായും ഫ്ലാറ്റുകളുടെയും വില്ലകളുടെയും വിൽപ്പനയിൽ വർദ്ധനവുണ്ടായതായും റിപ്പോർട്ടുകൾ സൂചിപ്പിക്കുന്നു. കുറഞ്ഞ പലിശ നിരക്കിലുള്ള ഭവന വായ്പകളും സർക്കാർ പ്രോത്സാഹനങ്ങളും ഈ വളർച്ചയ്ക്ക് ആക്കം കൂട്ടിയിട്ടുണ്ട്. വരും മാസങ്ങളിലും ഈ പ്രവണത തുടരുമെന്നാണ് വിലയിരുത്തൽ.,2,gemini
"പ്രശസ്ത ഹോളിവുഡ് നടൻ ""ക്രിസ്റ്റോഫർ വാക്കൻ"" പുതിയ സിനിമയിൽ പ്രവർത്തിക്കാൻ ഒപ്പുവച്ചു. ഈ സിനിമ ഒരു ആക്ഷൻ-കോമഡി സിനിമയായിരിക്കുമെന്നാണ് കരുതുന്നത്.",0,sarvam
"തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ അധ്യക്ഷൻ ജയ് ഷാ ഇന്ന് ഇത് പ്രഖ്യാപിച്ചു. ടി20, ഏകദിന ഫോർമാറ്റുകളിൽ വിരാട്ട് കോഹ്ലിയുടെ സ്ഥാനത്തേക്കാണ് റോഹിത് ചുമതലയേൽക്കുന്നത്. ടെസ്റ്റ് കപ്താനായി ജസ്പ്രീത് ബുംറാവ് തുടരും.",1,deepseek
ഇന്ത്യൻ ഫുട്ബോൾ ടീം ലോകകപ്പ് യോഗ്യതാ മത്സരത്തിൽ ഇറാഖിനെതിരെ 2-0യം നേടി. കടുത്ത മത്സരമായിരുന്നുവെങ്കിലും ഇന്ത്യൻ ടീം തങ്ങളുടെ പ്രതിരോധശേഷി കൊണ്ട് വിജയം നേടി.,1,sarvam
"വരാനിരിക്കുന്ന ഒളിമ്പിക്സിനായുള്ള ഒരുക്കങ്ങളുടെ ഭാഗമായി ഇന്ത്യൻ ഹോക്കി ടീം യൂറോപ്പ് പര്യടനത്തിന് പുറപ്പെട്ടു. ലോകത്തിലെ പ്രമുഖ ടീമുകളുമായി കളിക്കുന്നതിലൂടെ ടീമിന്റെ പ്രകടനം മെച്ചപ്പെടുത്താനാണ് ലക്ഷ്യം. ഇന്ത്യൻ പുരുഷ, വനിതാ ടീമുകൾ മികച്ച ഫോമിലാണുള്ളത്. ഈ പര്യടനം ഒളിമ്പിക്സിലെ മെഡൽ പ്രതീക്ഷകൾക്ക് കരുത്ത് പകരുമെന്ന് കരുതുന്നു.",1,gemini
"കഴിഞ്ഞ ദിവസത്തെ വ്യാപാരത്തിൽ ഇന്ത്യൻ ഓഹരി വിപണി മികച്ച പ്രകടനം കാഴ്ചവെച്ചു. സെൻസെക്സ് പുതിയ റെക്കോർഡ് ഉയരത്തിലെത്തി. നിഫ്റ്റിയും നേട്ടമുണ്ടാക്കി. ഐടി, ബാങ്കിംഗ് ഓഹരികളാണ് മുന്നേറ്റത്തിന് പ്രധാനമായും തുണയായത്. ആഗോള വിപണികളിലെ അനുകൂല സാഹചര്യങ്ങളും നിക്ഷേപകരുടെ ആത്മവിശ്വാസം വർദ്ധിപ്പിച്ചു.",2,gemini
"മലയാളം ഭാഷയിൽ പ്രവർത്തിക്കുന്ന ഒരു പുതിയ ആപ്പാണ് 'സ്മാർട്ട് മലയാളം' പുറത്തിറക്കിയത്. ഇത് ഭാഷ പഠനത്തിനും ഉപരിതല പ്രവർത്തനങ്ങൾക്കും സഹായിക്കുന്നതാണ്. ഉപയോക്താക്കൾക്ക് ഇംഗ്ലീഷ്, ഹിന്ദി, ടാമിൽ തുടങ്ങിയ മറ്റ് ഭാഷകളിൽ നിന്ന് മലയാളത്തിലേക്ക് വിവർത്തനം ചെയ്യാനും, മലയാളം എഴുതാനും സംസാരിക്കാനും സഹായിക്കുന്നതിനാൽ, ഭാഷാ പഠനത്തിന് ഒരു പുതിയ വഴികാട്ടിയാണ്. ആപ്പ് ആൻഡ്രോയിഡ്, ഐഒഎസ് പ്ലാറ്റ്ഫോമുകളിൽ ലഭ്യമാണ്.",3,openai
"മലയാള സിനിമയിലെ പുതിയ ചിത്രമായ 'പ്രണയവനിത'യുടെ ട്രെയിലർ പുറത്തിറങ്ങി. പ്രശസ്ത സംവിധായകൻ രഞ്ജിത്ത് നിർമിച്ചിരിക്കുന്ന ഈ ചിത്രത്തിൽ ദിലീപ്, കാവ്യ മധവൻ തുടങ്ങിയവരെ കേന്ദ്രകഥാപാത്രങ്ങളായി കാണാനാകും. പ്രണയം, കുടുംബം, മനശ്ശാന്തി എന്നീ വിഷയങ്ങൾ ആസ്പദമാക്കി ഒരുക്കിയ ഈ ചിത്രത്തിൽ ഗായകന്‍ സമയത്തെ കുറിച്ചുള്ള പുതിയ കാവ്യങ്ങൾ ഉണ്ടായിരിക്കുന്നു. തിയേറ്ററിൽ ചിത്രത്തിന്റെ റിലീസ് തീയതി അടുത്ത മാസം 15-ന് ആണ്.",0,openai
അരജിത്ത് മോഹൻ അടുത്ത വർഷം പുറത്തിറങ്ങാൻ നിശ്ചയിച്ചിരിക്കുന്ന പുതിയ ചിത്രത്തിന്റെ ടീസർ പുറത്തിറങ്ങി. ഈ ചിത്രത്തിൽ അരജിത്ത് ഒരു രഹസ്യ അതിഥിവേഷത്തിൽ പ്രത്യക്ഷപ്പെടുന്നതായി പ്രതീക്ഷിക്കുന്നു.,0,sarvam
"ചെറുകിട, ഇടത്തരം സംരംഭങ്ങളെ (MSME) പ്രോത്സാഹിപ്പിക്കുന്നതിനായി കേന്ദ്ര സർക്കാർ പുതിയ വായ്പാ പദ്ധതി പ്രഖ്യാപിച്ചു. കുറഞ്ഞ പലിശ നിരക്കിൽ ഈടില്ലാതെ വായ്പകൾ ലഭ്യമാക്കുന്നതാണ് പദ്ധതി. ഇത് ആയിരക്കണക്കിന് സംരംഭകർക്ക് പ്രയോജനകരമാവുകയും തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുകയും ചെയ്യുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്. രാജ്യത്തിന്റെ സാമ്പത്തിക വളർച്ചയ്ക്ക് ഇത് നിർണ്ണായകമാകും.",2,gemini
"ടെസ്‌ല കമ്പനിയുടെ പുതിയ ഇലക്‌ട്രിക് കാറായ 'മോഡൽ Y' ഇന്ത്യൻ വിപണിയിൽ വിജയകരമായി എത്തിച്ചേർന്നു. ഏകദേശം 50 ലക്ഷം രൂപ വിലയുള്ള ഈ വാഹനം ഒരു ചാർജിൽ 500 കിലോമീറ്റർ ദൂരം സഞ്ചരിക്കാൻ സാധിക്കും. കമ്പനി അടുത്ത മാസം മുതൽ ബെംഗളൂരു, ചെന്നൈ എന്നീ നഗരങ്ങളിൽ പുതിയ ചാർജിംഗ് സ്‌റ്റേഷനുകൾ ആരംഭിക്കുമെന്നും അറിയിച്ചു.",3,deepseek
ആഗോള സാമ്പത്തിക പ്രതിസന്ധിയുടെ പ്രതികൂല ഫലങ്ങൾ കണക്കിലെടുത്ത് ഇന്ത്യയിലെ ഐടി മേഖലയിൽ പുതിയ പദ്ധതികൾ താൽക്കാലികമായി മാറ്റിവെച്ചിട്ടുണ്ട്.,2,sarvam
"കേരളത്തിലെ വിവിധ ജില്ലകളിൽ 2023-24 സാമ്പത്തിക വർഷത്തിൻ്റെ തുടക്കം മുതൽ പുതിയ ബിസിനസുകൾ ആരംഭിക്കുന്നതിൽ വലിയ വർദ്ധനവ് രേഖപ്പെടുത്തുന്നു. യുവ സംരംഭകരുടെ സംരംഭങ്ങൾ കൈകൊണ്ടു കൊണ്ടുവന്ന മാറ്റങ്ങൾ, ലോകമാകെയുള്ള നിക്ഷേപകരെയും ആകർഷിക്കുന്നു. സർക്കാർ നിക്ഷേപത്തിന് അനുയോജ്യമായ കൂലികൾ നൽകുന്ന സാഹചര്യത്തിൽ, ബിസിനസുകൾക്കുള്ള അവസരങ്ങൾ കൂടുതൽ വർധിക്കുന്നു.",2,openai
കർഷകർക്കായി സബ്സിഡി ഉള്ള പുതിയ കൃഷി ഉപകരണങ്ങൾ സർക്കാർ പരിചയപ്പെടുത്തി. ഇത് ചെലവ് കുറയ്ക്കാനും ഉൽപാദനക്ഷമത വർദ്ധിപ്പിക്കാനും സഹായിക്കും.,2,sarvam
"മലയാള സിനിമയിലെ നവാഗതനായ നടൻ ശ്രീകുമാർ, തന്റെ ആദ്യ ചിത്രം ‘പ്രണയത്തിന്റെ അക്ഷരങ്ങൾ’ നുള്ള പോസ്റ്റർ പുറത്തിറക്കി. ഈ ചിത്രം അടുത്ത മാസം റിലീസ് ചെയ്യാൻ ആസൂത്രണം ചെയ്യുകയാണ്. പ്രേക്ഷകരുടെ പ്രിയം നേടിയ കിടിലൻ ഗാനങ്ങൾ ഉൾപ്പെടുന്ന ഈ ചിത്രത്തിൽ അഭിനയിക്കുന്നത് യുവതാരങ്ങളിൽ പ്രേക്ഷകരുടെ ശ്രദ്ധ നേടുന്ന നിരവധി പേർ ആണ്. ശ്രീകുമാർയുടെ പ്രകടനം ഈ ചിത്രത്തിൽ ഏറെ ശ്രദ്ധേയമാകുമെന്നാണ് നിരീക്ഷകർ പറയുന്നത്.",0,openai
